ID,Address,Name,Latitude,Longitude,Radius,Tags,Notes,Type
22238393,"1500 GEORGE DIETER DR, El paso, TX 79936",CIRCLE K #1506,31.744679,-106.301327,250,"El Paso,Updated Geofence",,Normal Geofence
22238395,"650 N RESLER DR, El paso, TX 79912",CIRCLE K #1534,31.851515,-106.554503,250,"El Paso,Updated Geofence",,Normal Geofence
22238396,"601 S MAIN ST, ANTHONY, TX 79821",CIRCLE K #1641,31.995745,-106.605390,250,"El Paso,Updated Geofence",,Normal Geofence
22238397,"10744 VISTA DEL SOL DR, El paso, TX 79935",CIRCLE K #20,31.753381,-106.336666,250,"El Paso,Updated Geofence",,Normal Geofence
22238398,"11096 PEBBLE HILLS BLVD, El paso, TX 79936",CIRCLE K #213,31.783374,-106.313110,250,"El Paso,Updated Geofence",,Normal Geofence
22238399,"3101 MCRAE BLVD, El paso, TX 79925",CIRCLE K #26,31.785878,-106.356367,250,"El Paso,Updated Geofence",,Normal Geofence
22238400,"7100 NORTH LOOP DR, El paso, TX 79915",CIRCLE K #450,31.759202,-106.388554,250,"El Paso,Updated Geofence",,Normal Geofence
22238401,"10616 MCCOMBS ST, El paso, TX 79924",CIRCLE K #481,31.921397,-106.406850,250,"El Paso,Updated Geofence",,Normal Geofence
22238402,"1471 N ZARAGOZA RD, El paso, TX 79936",CIRCLE K #5305,31.737720,-106.292627,250,"El Paso,Updated Geofence",,Normal Geofence
22238403,"6095 MONTANA AVE, El paso, TX 79925",CIRCLE K #5306,31.785847,-106.413412,250,"El Paso,Updated Geofence",,Normal Geofence
22238404,"11701 MONTWOOD DR, El paso, TX 79936",CIRCLE K #5312,31.767736,-106.284423,250,"El Paso,Updated Geofence",,Normal Geofence
22238405,"4501 WOODROW BEAN TRANSMOUNTAIN, El paso, TX 79924",CIRCLE K #5313,31.899230,-106.440351,250,"El Paso,Updated Geofence",,Normal Geofence
22238406,"5040 E PAISANO DR, El paso, TX 79905",CIRCLE K #6,31.768027,-106.430026,250,"El Paso,Updated Geofence",,Normal Geofence
22238407,"1073 COUNTRY CLUB RD, El paso, TX 79932",CIRCLE K #8515,31.847093,-106.612214,250,"El Paso,Updated Geofence",,Normal Geofence
22238408,"4101 N PIEDRAS ST, El paso, TX 79930",CIRCLE K #8516,31.813344,-106.461654,250,"El Paso,Updated Geofence",,Normal Geofence
22238409,"8855 NORTH LOOP DR, El paso, TX 79907",CIRCLE K #8743,31.705479,-106.317555,250,"El Paso,Updated Geofence",,Normal Geofence
22238410,"1520 N LEE TREVINO DR, El paso, TX 79936",CIRCLE K #8775,31.753731,-106.318297,250,"El Paso,Updated Geofence",,Normal Geofence
22238411,"11101 MONTWOOD DR, El paso, TX 79936",CIRCLE K #890,31.769436,-106.313159,250,"El Paso,Updated Geofence",,Normal Geofence
22238412,"13210 ALAMEDA AVE, CLINT, TX 79836",CLINT EXXON,31.586036,-106.232479,250,"El Paso,Updated Geofence",,Normal Geofence
22238414,"7373 N MESA ST, El paso, TX 79912",DESERT HILLS CARWASH (VIVA),31.836344,-106.559199,250,"El Paso,Updated Geofence",,Normal Geofence
22238416,"7008 GATEWAY BLVD E, El paso, TX 79915",CIRCLE K #1256 (GATEWAY),31.771172,-106.378100,250,"El Paso,Updated Geofence",,Normal Geofence
22238417,"1239 N ZARAGOZA RD, El paso, TX 79907",CIRCLE K #1257 (ZARAGOZA),31.720148,-106.305754,250,"El Paso,Updated Geofence",,Normal Geofence
22238418,"1915 MONTANA AVE, El paso, TX 79902",CIRCLE K #1259 (MONTANA),31.775688,-106.473895,250,"El Paso,Updated Geofence",,Normal Geofence
22238421,"4421 MONTANA AVE, El paso, TX 79903",DIAMOND SHAMROCK #1269,31.783903,-106.438195,250,"El Paso,Updated Geofence",,Normal Geofence
22238422,"11302 MONTANA AVE, El paso, TX 79936",DIAMOND SHAMROCK #1270,31.801533,-106.301874,250,"El Paso,Updated Geofence",,Normal Geofence
22238423,"513 LOMALAND DR, El paso, TX 79907",DIAMOND SHAMROCK #1271,31.726321,-106.342920,250,"El Paso,Updated Geofence",,Normal Geofence
22238424,"10790 N LOOP DR, El paso, TX 79927",DIAMOND SHAMROCK #1272,31.651939,-106.268340,250,"El Paso,Updated Geofence",,Normal Geofence
22238425,"5600 DONIPHAN DR, El paso, TX 79932",DIAMOND SHAMROCK #1274,31.860748,-106.586860,250,"El Paso,Updated Geofence",,Normal Geofence
22238426,"11488 SOCORRO RD, El paso, TX 79927",DIAMOND SHAMROCK #1275,31.616141,-106.284554,250,"El Paso,Updated Geofence",,Normal Geofence
22238427,"1135 JOE BATTLE BLVD, El paso, TX 79936",DIAMOND SHAMROCK #1299,31.705230,-106.282164,250,"El Paso,Updated Geofence",,Normal Geofence
22238428,"660 SUNLAND PARK DR, El paso, TX 79912",DIAMOND SHAMROCK #1350,31.819425,-106.540851,250,"El Paso,Updated Geofence",,Normal Geofence
22238429,"2101 WEDGEWOOD DR, El paso, TX 79925",DIAMOND SHAMROCK #1356,31.770781,-106.349377,250,"El Paso,Updated Geofence",,Normal Geofence
22238430,"4201 N MESA ST, El paso, TX 79902",DIAMOND SHAMROCK #1359,31.795635,-106.511591,250,"El Paso,Updated Geofence",,Normal Geofence
22238431,"1250 AIRWAY BLVD, El paso, TX 79925",DIAMOND SHAMROCK #1362,31.783825,-106.395007,250,"El Paso,Updated Geofence",,Normal Geofence
22238432,"300 S SAINT VRAIN ST, El paso, TX 79901",VALERO #1365,31.757746,-106.478712,250,"El Paso,Updated Geofence",,Normal Geofence
22238433,"10001 DYER ST, El paso, TX 79924",DIAMOND SHAMROCK #1372,31.899885,-106.408867,250,"El Paso,Updated Geofence",,Normal Geofence
22238434,"10650 GATEWAY BLVD N, El paso, TX 79924",DIAMOND SHAMROCK #1373,31.921704,-106.439318,250,"El Paso,Updated Geofence",,Normal Geofence
22238435,"7960 GATEWAY BLVD E, El paso, TX 79907",DIAMOND SHAMROCK #1374,31.751833,-106.345324,250,"El Paso,Updated Geofence",,Normal Geofence
22238436,"9485 VISCOUNT BLVD, El paso, TX 79925",DIAMOND SHAMROCK #863,31.766608,-106.362830,250,"El Paso,Updated Geofence",,Normal Geofence
22238437,"1000 OVERLAND, El paso, TX 79901-2698",ECONOMY CASH & CARRY,31.759064,-106.478971,250,"El Paso,Updated Geofence",,Normal Geofence
22238438,"2133 CENTRAL, El paso, TX 79905",JAZZ LLC,31.767067,-106.461854,250,"El Paso,Updated Geofence",,Normal Geofence
22238439,"800 N CAROLINA DR, El paso, TX 79915",EXXON ULTRA MART,31.741533,-106.353582,250,"El Paso,Updated Geofence",,Normal Geofence
22238440,"5400 ALAMEDA AVE, El paso, TX 79905",FOOD CITY #1,31.767286,-106.425431,250,"El Paso,Updated Geofence",,Normal Geofence
22238441,"7444 GATEWAY BLVD E, El paso, TX 79915",FOOD CITY #2,31.764038,-106.365185,250,"El Paso,Updated Geofence",,Normal Geofence
22238442,"3200 ALAMEDA AVE, El paso, TX 79905",FOOD CITY #5,31.772817,-106.456801,250,"El Paso,Updated Geofence",,Normal Geofence
22238444,"121 N KENAZO AVE, El paso, TX 79928",HORIZON VISTA GROCERY,31.684412,-106.188758,250,"El Paso,Updated Geofence",,Normal Geofence
22238445,"7810 N LOOP DR, El paso, TX 79915",JUANITOS LIQUOR,31.734921,-106.359456,250,"El Paso,Updated Geofence",,Normal Geofence
22238446,"1810 GEORGE DIETER DR STE 112, El paso, TX 79936",LA ESTRELLA MEAT MARKET & BAKE,31.765565,-106.301466,250,"El Paso,Updated Geofence",,Normal Geofence
22238447,"508 EMERSON ST, El paso, TX 79915",LA SEVILLANA #2,31.738070,-106.356530,250,"El Paso,Updated Geofence",,Normal Geofence
22238448,"4116 Gerlich St, El paso, TX 79904",LOGAN HEIGHTS SHOPPETTE,31.840516,-106.443564,250,"El Paso,Updated Geofence",,Normal Geofence
22238449,"2001 N OREGON ST, El paso, TX 79902",CLOVERKEY (MEMORIAL CAMPUS),31.769937,-106.501167,250,"El Paso,Updated Geofence",,Normal Geofence
22238450,"1300 HORIZON BLVD, El paso, TX 79928",LOVES TRAVEL CENTER #214,31.659565,-106.237468,250,"El Paso,Updated Geofence",,Normal Geofence
22238451,"319 MAIN ST, ANTHONY, TX 79821",LOWE'S #90,31.997995,-106.604353,250,"El Paso,Updated Geofence",,Normal Geofence
22238452,"1025 N CAROLINA DR, El paso, TX 79915",LOWE'S #96,31.740147,-106.346918,250,"El Paso,Updated Geofence",,Normal Geofence
22238453,"9120 DYER ST, El paso, TX 79924",LOWE'S SUPER SAVE #97,31.870693,-106.426657,250,"El Paso,Updated Geofence",,Normal Geofence
22238455,"8004 N MESA ST, El paso, TX 79932",MASTERS OIL- CROSSROADS SHAMRO,31.841034,-106.576553,250,"El Paso,Updated Geofence",,Normal Geofence
22238456,"511 N COPIA ST, El paso, TX 79903",MASTERS OIL - COPIA SHAMROCK,31.779362,-106.451110,250,"El Paso,Updated Geofence",,Normal Geofence
22238457,"5400 N MESA, El paso, TX 79912-5465",MASTERS OIL - MESA SHAMROCK,31.818638,-106.515641,250,"El Paso,Updated Geofence",,Normal Geofence
22238458,"9430 DYER ST, El paso, TX 79924",MASTERS OIL - NORTHPARK SHAMRO,31.878396,-106.421976,250,"El Paso,Updated Geofence",,Normal Geofence
22238459,"826 S STANTON ST, El paso, TX 79901",MATAS FRUITSTAND,31.751868,-106.483539,250,"El Paso,Updated Geofence",,Normal Geofence
22238460,"14700 MONTANA AVE, El paso, TX 79938",MONTANA VISTA GROCERY,31.819165,-106.166690,250,"El Paso,Updated Geofence",,Normal Geofence
22238461,"1820 N ZARAGOZA RD, El paso, TX 79936",MURPHYS USA #7757,31.756865,-106.272495,250,"El Paso,Updated Geofence",,Normal Geofence
22238462,"2901 E PAISANO DR, El paso, TX 79905",PAYANS FUEL CENTER,31.767011,-106.460902,250,"El Paso,Updated Geofence",,Normal Geofence
22238463,"601 E VINTON RD, CANUTILLO, TX 79835",PETRO #500,31.958207,-106.580216,250,"El Paso,Updated Geofence",,Normal Geofence
22238464,"1295 HORIZON BLVD, El paso, TX 79927",PETRO FUEL ISLAND #1,31.659649,-106.243115,250,"El Paso,Updated Geofence",,Normal Geofence
22238465,"1299 HORIZON BLVD, El paso, TX 79927",PETRO MOBIL MART #12,31.660936,-106.242217,250,"El Paso,Updated Geofence",,Normal Geofence
22238466,"1295 HORIZON BLVD, El paso, TX 79927",PETRO TRAVEL STORE #11,31.657669,-106.241986,250,"El Paso,Updated Geofence",,Normal Geofence
22238467,"6200 N MESA ST, El paso, TX 79912",CIRCLE K #6098,31.832133,-106.532358,250,"El Paso,Updated Geofence",,Normal Geofence
22238468,"1400 N LEE TREVINO DR, El paso, TX 79936",CIRCLE K #6454,31.744965,-106.319713,250,"El Paso,Updated Geofence",,Normal Geofence
22238469,"11390 MONTWOOD DR, El paso, TX 79936",CIRCLE K #6309,31.767487,-106.298227,250,"El Paso,Updated Geofence",,Normal Geofence
22238470,"9497 DYER ST, El paso, TX 79924",CIRCLE K #6089,31.881500,-106.420996,250,"El Paso,Updated Geofence",,Normal Geofence
22238471,"2200 N MESA ST, El paso, TX 79902",CIRCLE K #6130,31.773771,-106.499923,250,"El Paso,Updated Geofence",,Normal Geofence
22238472,"7800 GATEWAY BLVD E, El paso, TX 79915",CIRCLE K #6112,31.758160,-106.355708,250,"El Paso,Updated Geofence",,Normal Geofence
22238473,"6148 GATEWAY BLVD E, El paso, TX 79905",CIRCLE K #6126,31.781003,-106.407499,250,"El Paso,Updated Geofence",,Normal Geofence
22238474,"5665 S DESERT BLVD, El paso, TX 79932",CIRCLE K #6288,31.862618,-106.577842,250,"El Paso,Updated Geofence",,Normal Geofence
22238475,"1600 N ZARAGOZA RD, El paso, TX 79936",CIRCLE K #6307,31.743900,-106.285998,250,"El Paso,Updated Geofence",,Normal Geofence
22238476,"700 N AMERICAS AVE, El paso, TX 79907",CIRCLE K #6333,31.686459,-106.297244,250,"El Paso,Updated Geofence",,Normal Geofence
22238477,"14501 HORIZON BLVD, El paso, TX 79928",HORIZON 66,31.683615,-106.187248,250,"El Paso,Updated Geofence",,Normal Geofence
22238478,"2015 ANTONIO ST, ANTHONY, TX 79821",PILOT #43500,31.997192,-106.586135,250,"El Paso,Updated Geofence",,Normal Geofence
22238479,"10005 ALAMEDA AVE, El paso, TX 79927",QUALITY FOOD MART #6,31.661259,-106.295481,250,"El Paso,Updated Geofence",,Normal Geofence
22238480,"3920 DONIPHAN DR, El paso, TX 79922",QUALITY FOOD MART #7,31.814421,-106.557237,250,"El Paso,Updated Geofence",,Normal Geofence
22238481,"14421 MONTANA AVE, El paso, TX 79938",QUICK SILVER 66,31.818989,-106.177602,250,"El Paso,Updated Geofence",,Normal Geofence
22238483,"6200 EDGEMERE BLVD, El paso, TX 79925",ROADWAY CHEVRON,31.783335,-106.406882,250,"El Paso,Updated Geofence",,Normal Geofence
22238484,"7001 GATEWAY WEST, El paso, TX 79925-5603",SAM'S CLUB #6502,31.778213,-106.386465,250,"El Paso,Updated Geofence",,Normal Geofence
22238485,"7970 N MESA, El paso, TX 79912",SAM'S CLUB #8153,31.843406,-106.574908,250,"El Paso,Updated Geofence",,Normal Geofence
22238487,"11970 SOCORRO RD, SAN ELIZARIO, TX 79849",SAN ELI SUPERMARKET (SOCORRO),31.600358,-106.275097,250,"El Paso,Updated Geofence",,Normal Geofence
22238490,"801 SUNLAND PARK DR, El paso, TX 79912",TARGET #0822,31.818374,-106.547895,250,"El Paso,Updated Geofence",,Normal Geofence
22238491,"1901 GEORGE DIETER DR, El paso, TX 79936",TARGET #0823,31.770092,-106.305153,250,"El Paso,Updated Geofence",,Normal Geofence
22238492,"6001 GATEWAY BLVD W, El paso, TX 79925",TARGET #0849,31.783426,-106.411498,250,"El Paso,Updated Geofence",,Normal Geofence
22238493,"13690 EASTLAKE DR, El paso, TX 79928",THE STATION 1,31.698891,-106.212258,250,"El Paso,Updated Geofence",,Normal Geofence
22238494,"4900 ALAMEDA AVE, El paso, TX 79905",THRIFTY PHARMACY,31.769675,-106.432474,250,"El Paso,Updated Geofence",,Normal Geofence
22238495,"780 S ZARAGOZA RD, El paso, TX 79907",UETA (EL PASO),31.674376,-106.336586,250,"El Paso,Updated Geofence",,Normal Geofence
22238496,"368 N YARBROUGH DR, El paso, TX 79915",VALLEY FEED AND SUPPLY #1,31.725382,-106.349153,250,"El Paso,Updated Geofence",,Normal Geofence
22238497,"8050 N MESA ST, El paso, TX 79932",WALGREENS #9173,31.841824,-106.579304,250,"El Paso,Updated Geofence",,Normal Geofence
22238498,"10090 RUSHING RD, El paso, TX 79924",WALGREENS #10414,31.902438,-106.420988,250,"El Paso,Updated Geofence",,Normal Geofence
22238499,"5401 MONTANA AVE, El paso, TX 79903",WALGREENS #15036,31.784064,-106.425047,250,"El Paso,Updated Geofence",,Normal Geofence
22238501,"1607 N ZARAGOZA RD, El paso, TX 79936",WALGREENS #3542,31.744616,-106.286631,250,"El Paso,Updated Geofence",,Normal Geofence
22238502,"890 N RESLER DR, El paso, TX 79912",WALGREENS #3570,31.858991,-106.556899,250,"El Paso,Updated Geofence",,Normal Geofence
22238503,"11685 MONTWOOD DR, El paso, TX 79936",WALGREENS #3826,31.767825,-106.285488,250,"El Paso,Updated Geofence",,Normal Geofence
22238504,"5900 N MESA ST, El paso, TX 79912",WALGREENS #3924,31.829628,-106.527544,250,"El Paso,Updated Geofence",,Normal Geofence
22238505,"1210 WEDGEWOOD DR, El paso, TX 79925",WALGREENS #1293,31.760976,-106.353917,250,"El Paso,Updated Geofence",,Normal Geofence
22238506,"302 S OREGON ST, El paso, TX 79901",WALGREENS #15371,31.755864,-106.486898,250,"El Paso,Updated Geofence",,Normal Geofence
22238507,"2879 MONTANA AVE, El paso, TX 79903",WALGREENS #4679,31.783867,-106.462027,250,"El Paso,Updated Geofence",,Normal Geofence
22238508,"2800 N MESA ST, El paso, TX 79902",WALGREENS #5274,31.778317,-106.503583,250,"El Paso,Updated Geofence",,Normal Geofence
22238509,"8045 N LOOP DR, El paso, TX 79915",WALGREENS #6753,31.729483,-106.348346,250,"El Paso,Updated Geofence",,Normal Geofence
22238510,"1831 N LEE TREVINO DR, El paso, TX 79936",WALGREENS #6435,31.766250,-106.319532,250,"El Paso,Updated Geofence",,Normal Geofence
22238511,"2950 GEORGE DIETER DR, El paso, TX 79936",WALGREENS #6498,31.781517,-106.301906,250,"El Paso,Updated Geofence",,Normal Geofence
22238512,"1100 GERONIMO DR, El paso, TX 79925",WALGREENS #6542,31.782561,-106.406651,250,"El Paso,Updated Geofence",,Normal Geofence
22238513,"10780 KENWORTHY ST, El paso, TX 79924",WALGREENS #6543,31.922367,-106.438242,250,"El Paso,Updated Geofence",,Normal Geofence
22238514,"9428 DYER ST, El paso, TX 79924",WALGREENS #7328,31.877643,-106.422169,250,"El Paso,Updated Geofence",,Normal Geofence
22238515,"7555 N MESA ST, El paso, TX 79912",WALMART SUPERCENTER #1015,31.836330,-106.565730,250,"El Paso,Updated Geofence",,Normal Geofence
22238516,"7101 GATEWAY BLVD W, El paso, TX 79925",WALMART SUPERCENTER #2201,31.776883,-106.384526,250,"El Paso,Updated Geofence",,Normal Geofence
22238517,"1850 N ZARAGOZA RD, El paso, TX 79936",WALMART SUPERCENTER #2612,31.755720,-106.270802,250,"El Paso,Updated Geofence",,Normal Geofence
22238518,"4530 WOODROW BEAN, El paso, TX 79924",WALMART SUPERCENTER #500,31.896213,-106.438119,250,"El Paso,Updated Geofence",,Normal Geofence
22238519,"3000 SAUL KLEINFELD DR, El paso, TX 79936",WALMART NEIGHBORHOOD MKT #5108,31.783210,-106.283111,250,"El Paso,Updated Geofence",,Normal Geofence
22238521,"9441 ALAMEDA AVE, El paso, TX 79907",WALMART SUPERCENTER #964,31.683134,-106.311890,250,"El Paso,Updated Geofence",,Normal Geofence
22238524,"6590 MONTANA AVE STE I, El paso, TX 79925",WESTERN BEVERAGE #82,31.788425,-106.399016,250,"El Paso,Updated Geofence",,Normal Geofence
22238525,"1840 N LEE TREVINO DR, El paso, TX 79936",WESTERN BEVERAGE #83,31.766548,-106.317655,250,"El Paso,Updated Geofence",,Normal Geofence
22238526,"6104 N MESA ST, El paso, TX 79912",WESTERN BEVERAGE #85,31.831719,-106.530716,250,"El Paso,Updated Geofence",,Normal Geofence
22238527,"9100 DYER ST STE A, El paso, TX 79924",WESTERN BEVERAGE #88,31.870194,-106.427415,250,"El Paso,Updated Geofence",,Normal Geofence
22238528,"806A WESTWAY BLVD, CANUTILLO, TX 79835",WESTWAY FOODS,31.957425,-106.578131,250,"El Paso,Updated Geofence",,Normal Geofence
22238530,"1551 N ZARAGOZA RD, El paso, TX 79936",WALMART NEIGHBORHOOD MKT #3661,31.742646,-106.289107,250,"El Paso,Updated Geofence",,Normal Geofence
22238531,"5610 N DESERT BLVD STE B8, El paso, TX 79912",WESTERN BEVERAGE #86,31.863993,-106.574832,250,"El Paso,Updated Geofence",,Normal Geofence
22238533,"1515 N LEE TREVINO DR, El paso, TX 79936",THE STATION #2,31.753472,-106.319400,250,"El Paso,Updated Geofence",,Normal Geofence
22238534,"1561 N ZARAGOZA RD, El paso, TX 79936",MURPHYS USA #7218,31.743454,-106.287982,250,"El Paso,Updated Geofence",,Normal Geofence
22238535,"4540 WOODROW BEAN TRANSMOUNTAIN DR, El paso, TX 79924",MURPHYS USA #6553,31.898092,-106.437214,250,"El Paso,Updated Geofence",,Normal Geofence
22238536,"11701 PEBBLE HILLS BLVD, El paso, TX 79936",MURPHYS USA #6879,31.783184,-106.284531,250,"El Paso,Updated Geofence",,Normal Geofence
22238537,"9431 ALAMEDA AVE, El paso, TX 79907",MURPHYS USA #6704,31.682540,-106.313820,250,"El Paso,Updated Geofence",,Normal Geofence
22238539,"12390 EDGEMERE BLVD, El paso, TX 79938",WALGREENS #9368,31.791915,-106.260237,250,"El Paso,Updated Geofence",,Normal Geofence
22238540,"8209 N LOOP DR, El paso, TX 79907",FAST TRACK (N LOOP DR),31.725666,-106.342192,250,"El Paso,Updated Geofence",,Normal Geofence
