Customer ID,Customer Name,AR Account,Chain,Phone,Territory,Account Status,Customer Type,Last Month Sales,Report Address,Latitude,Longitude,Location,Product Group,Distribution Area,Time Created
21515,COSTCO #743,COSTCO (MAT),COSTCO (MAT),(678) 823-4950,Bulk Conyers,Active,Wholesale Club*,"$35,471.52","2855 JORDAN COURT, ALPHARETTA, GA 30004-3869",34.090429,-84.278014,Conyers,WHOLESALE,Conyers Chain,12/21/2010 8:20 PM
9911,COSTCO #681,COSTCO (CHAP),COSTCO (CHAP),(512) 634-2262,Bulk Austin,Active,Wholesale Club*,"$35,365.95","10401 RESEARCH BLVD, AUSTIN, TX 78759-5712",30.396642,-97.744061,Austin,WHOLESALE,Austin Chain,1/10/2011 6:52 PM
6348,SAM'S CLUB #8270,SAM'S CLUB (VIVA),SAM'S CLUB (VIVA),,Market - Open LUB,Active,Wholesale Club*,"$35,268.80","4304 LOOP 289, LUBBOCK, TX 79407-3730",33.550909,-101.948694,Lubbock,WHOLESALE,Lubbock Chain,1/10/2011 6:18 PM
16927,SAM'S CLUB #8225,SAM'S CLUB (MAT),SAM'S CLUB (MAT),(478) 788-6638,Bulk Westpark,Active,Wholesale Club*,"$34,952.34","5171 EISENHOWER PRKWY, MACON, GA 31206-5309",32.80389,-83.732921,Westpark,WHOLESALE,Fulton Chain,12/21/2010 8:09 PM
16920,SAM'S CLUB #6644,SAM'S CLUB (MAT),SAM'S CLUB (MAT),(770) 532-8884,Bulk Conyers,Active,Wholesale Club*,"$34,850.98","3839 MUNDY MILL ROAD, OAKWOOD, GA 30566",34.22855,-83.863774,Conyers,WHOLESALE,Conyers Chain,12/21/2010 8:09 PM
16922,SAM'S CLUB #8112,SAM'S CLUB (MAT),SAM'S CLUB (MAT),(423) 954-1746,Bulk Westpark,Active,Wholesale Club*,"$34,850.98","6101 LEE HWY., CHATTANOOGA, TN 37421-2932",35.028243,-85.189152,Westpark,WHOLESALE,Fulton Chain,12/21/2010 8:13 PM
16923,SAM'S CLUB #8166,SAM'S CLUB (MAT),SAM'S CLUB (MAT),(770) 497-1165,Bulk Conyers,Active,Wholesale Club*,"$32,800.58","3450 STEVE REYNOLDS BLVD., DULUTH, GA 30096-4510",33.950829,-84.137226,Conyers,WHOLESALE,Conyers Chain,12/21/2010 8:09 PM
9908,SAM'S CLUB #8259,SAM'S CLUB (CHAP),SAM'S CLUB (CHAP),(512) 582-4884,Bulk Austin,Active,Wholesale Club*,"$32,202.35","9900 IH 35, AUSTIN, TX 78748",30.267153,-97.743061,Austin,WHOLESALE,Austin Chain,1/10/2011 6:52 PM
11977,COSTCO #188,COSTCO (MAT),COSTCO (MAT),(425) 313-8000,Bulk Conyers,Active,Wholesale Club*,"$30,404.16","6350 PEACHTREE DUNWOODY, ATLANTA, GA 30328-4568",33.928213,-84.354821,Conyers,WHOLESALE,Conyers Chain,12/21/2010 7:55 PM
27864162,COSTCO #1163,COSTCO (VIVA),COSTCO (VIVA),(806) 784-1457,Market - Open LUB,Active,Wholesale Club*,"$30,404.16","6020 34th Street, LUBBOCK, TX 79407",33.564782,-101.947789,Lubbock,WHOLESALE,Lubbock Chain,10/23/2013 2:57 PM
6359,SAM'S CLUB #8226,SAM'S CLUB (VIVA),SAM'S CLUB (VIVA),(325) 691-5480,Market - M. Simpson,Active,Wholesale Club*,"$30,201.44","5550 South Clack, ABILENE, TX 79606",32.381598,-99.745115,Abilene,WHOLESALE,Abilene Chain,1/10/2011 6:18 PM
9910,SAM'S CLUB #4720,SAM'S CLUB (CHAP),SAM'S CLUB (CHAP),(512) 358-8695,Bulk Austin,Active,Wholesale Club*,"$30,201.44","4970 W HIGHWAY 290 STE 5, AUSTIN, TX 78735-6748",30.23566,-97.819502,Austin,WHOLESALE,Austin Chain,1/10/2011 6:52 PM
6350,SAM'S CLUB #8288,SAM'S CLUB (VIVA),SAM'S CLUB (VIVA),,Market - L. Herron,Active,Wholesale Club*,"$30,100.08","1500 TRADEWINDS BLVD, MIDLAND, TX 79706-2833",31.994484,-102.156418,Midland,WHOLESALE,Midland Chain,1/10/2011 6:18 PM
16924,SAM'S CLUB #8194,SAM'S CLUB (MAT),SAM'S CLUB (MAT),(706) 548-3666,Bulk Conyers,Active,Wholesale Club*,"$25,798.48","4365 ATLANTA HWY., BOGART, GA 30622-2208",33.938142,-83.486699,Conyers,WHOLESALE,Conyers Chain,12/21/2010 8:09 PM
22666,COSTCO #366,COSTCO (MAT),COSTCO (MAT),(678) 288-3009,Bulk Conyers,Active,Wholesale Club*,"$25,336.80","1550 MALL OF GA BLVD, BUFORD, GA 30519-6551",34.119259,-84.005997,Conyers,WHOLESALE,Conyers Chain,12/21/2010 8:28 PM
27562,COSTCO #1084,COSTCO (MAT),COSTCO (MAT),,Bulk Conyers,Active,Wholesale Club*,"$25,336.80","500 BROOKHAVEN AVE, ATLANTA, GA 30319-3291",33.872692,-84.336731,Conyers,WHOLESALE,Conyers Chain,12/21/2010 8:40 PM
27870771,COSTCO #1322,COSTCO (CHAP),COSTCO (CHAP),,Bulk Austin,Active,Wholesale Club*,"$25,266.42","1907 KELLY LN, PFLUGERVILLE, TX 78660",30.469766,-97.591334,Austin,WHOLESALE,Austin Chain,7/13/2018 11:42 AM
27864181,COSTCO #1152,COSTCO (CHAP),COSTCO (CHAP),(512) 690-9059 or 310-750-5384,Bulk Austin,Active,Wholesale Club*,"$25,160.85","4601 183A Toll Rd, CEDAR PARK, TX 78613",30.527736,-97.819558,Austin,WHOLESALE,Austin Chain,10/30/2013 6:57 AM
27867106,SAM'S CLUB #8158,SAM'S CLUB (MAT),SAM'S CLUB (MAT),(678) 445-3198,Bulk Westpark,Active,Wholesale Club*,"$25,134.08","9464 Main St, WOODSTOCK, GA 30188",34.088329,-84.520776,Westpark,WHOLESALE,Fulton Chain,10/12/2015 5:56 PM
6354,SAM'S CLUB #8279,SAM'S CLUB (VIVA),SAM'S CLUB (VIVA),(806) 374-6651,Market - C. Hastings,Active,Wholesale Club*,"$24,918.98","2201 ROSS ST., AMARILLO, TX 79103-2318",35.189896,-101.815153,Amarillo,WHOLESALE,Amarillo Chain,1/10/2011 6:18 PM
3616,BIGGS MINI MALL,AAFES/AIRFORCE EXCHANGE (VIVA),AAFES/AIRFORCE EXCHANGE (VIVA),564-3133,Market - J. Chavez,Active,Convenience*,"$23,152.44","13471 SERGEANT MAJOR BLVD, El paso, TX 79908",31.836521,-106.365305,El Paso,Default,El Paso Chain,1/10/2011 6:10 PM
20376,SOUTH EAST WHOLESALE,SOUTH EAST WHOLESALE,* Independent Matador,(770) 458-1255,Bulk Conyers,Active,Wholesale Club*,"$22,852.56","3687 PRESIDENTIAL PARKWAY, ATLANTA, GA 30340-3903",33.882944,-84.265864,Conyers,Default,Conyers Indep,12/21/2010 8:20 PM
15229,METRO ATLANTA WHOLESALE,METRO ATLANTA WHOLESALE,* Independent Matador,(770) 339-0206,Bulk Conyers,Active,Wholesale Club*,"$21,955.90","1350 CAPITAL CIRCLE, LAWRENCEVILLE, GA 30043-5866",33.968114,-84.055164,Conyers,Default,Conyers Indep,12/21/2010 8:04 PM
27870403,PILOT #113400,PILOT TRAVEL CENTERS (VIVA),PILOT TRAVEL CENTER (VIVA),,Market - L. Herron,Active,Convenience*,"$21,585.74","3752 US HWY 285 NORTH, ORLA, TX 79536",31.826267,-103.908962,Midland,Default,Midland Chain,4/9/2018 2:20 PM
840,FORT BLISS COMMISSARY,DECA (VIVA),DECA (VIVA),,Market - J. Chavez,Active,Military*,"$21,004.14","1620 MARSHALL RD BLDG 1620, FORT BLISS, TX 79916",31.815116,-106.427684,El Paso,Default,El Paso Chain,1/10/2011 6:00 PM
19139,HEB PLUS #14,HEB (CHAP),HEB (CHAP),(512) 268-7900,District - I. Velazquez,Active,Grocery*,"$20,738.65","5401 FM 1626, KYLE, TX 78640",30.015787,-97.861745,Austin,Default,Austin Chain,1/10/2011 6:53 PM
23712,COSTCO #631,COSTCO (MAT),COSTCO (MAT),(770) 805-9071,Bulk Westpark,Active,Wholesale Club*,"$20,269.44","2900 CUMBERLAND MALL, ATLANTA, GA 30339-8107",33.880863,-84.471951,Westpark,WHOLESALE,Fulton Chain,12/21/2010 8:26 PM
27864835,COSTCO #1175,COSTCO (MAT),COSTCO (MAT),(470) 239-6612,Bulk Conyers,Active,Wholesale Club*,"$20,269.44","1211 Bald Ridge Marina Road, CUMMING, GA 30041",34.211457,-84.115514,Conyers,WHOLESALE,Conyers Chain,8/7/2014 8:58 AM
27875450,COSTCO #1621,COSTCO (MAT),COSTCO (MAT),,Bulk Westpark,Active,Wholesale Club*,"$20,269.44","5550 PARKWAY BLVD, ATHENS, GA 30606",33.920788,-83.45664,Westpark,WHOLESALE,Fulton Chain,9/12/2022 8:01 AM
27875803,COSTCO #1629,COSTCO (CHAP),COSTCO (CHAP),,Bulk Austin,Active,Wholesale Club*,"$20,234.25","19086 IH 35, KYLE, TX 78640",30.0308988,-97.85134909999999,Austin,Default,Austin Chain,2/13/2023 3:05 PM
6566,SAM'S CLUB #4948,SAM'S CLUB (VIVA),SAM'S CLUB (VIVA),(325) 223-9473,Market - D. DeShong,Active,Wholesale Club*,"$20,168.08","5749 SHERWOOD WAY, SAN ANGELO, TX 76901-5643",31.424811,-100.513256,San Angelo,WHOLESALE,San Angelo Chain,1/10/2011 6:19 PM
19533,HEB PLUS #91,HEB (CHAP),HEB (CHAP),(512) 448-3554,District - I. Velazquez,Active,Grocery*,"$20,126.98","2508 E RIVERSIDE DR, AUSTIN, TX 78741",30.236257,-97.722314,Austin,Default,Austin Chain,1/10/2011 6:56 PM
2011,SAM'S CLUB #6502,SAM'S CLUB (VIVA),SAM'S CLUB (VIVA),(479) 277-7966,Market - J. Chavez,Active,Wholesale Club*,"$20,066.72","7001 GATEWAY WEST, El paso, TX 79925-5603",31.778213,-106.386465,El Paso,WHOLESALE,El Paso Chain,1/10/2011 6:03 PM
25112,ANDY'S WHOLESALE,ANDY'S WHOLESALE,* Independent Matador,(770) 489-8786,Bulk Westpark,Active,Wholesale Club*,"$19,888.50","5955 STUART PKWY, Douglasville, GA 30135",33.71835,-84.768827,Westpark,Default,Fulton Indep,12/21/2010 8:31 PM
6538,WALMART SUPERCENTER #3645,WALMART (VIVA),WALMART (VIVA),(432) 684-3910,Market - L. Herron,Active,Mass Merchandiser*,"$19,605.64","200 W INTERSTATE 20, MIDLAND, TX 79701",31.97477,-102.070153,Midland,Default,Midland Chain,1/10/2011 6:19 PM
27867591,HEB #717,HEB (VIVA),HEB (VIVA),,Market - L. Herron,Active,Grocery*,"$19,238.17","5407 ANDREWS HWY, MIDLAND, TX 79706",31.995874,-102.155055,Midland,Default,Midland Chain,2/15/2016 9:15 AM
5539,WALMART SUPERCENTER #608,WALMART (VIVA),WALMART (VIVA),,Market - L. Herron,Active,Mass Merchandiser*,"$19,135.28","4517 N MIDLAND DR, MIDLAND, TX 79707",32.029761,-102.148593,Midland,Default,Midland Chain,1/10/2011 6:14 PM
16337,QT #707,QUIKTRIP (MAT),QUIKTRIP (MAT),(770) 447-6454,District - D. Kimbrough,Active,Convenience*,"$18,063.11","4086 PLEASANTDALE RD, ATLANTA, GA 30340",33.9021,-84.245418,Conyers,Default,Conyers Chain,12/21/2010 8:07 PM
16913,SAM'S CLUB #4780,SAM'S CLUB (MAT),SAM'S CLUB (MAT),(770) 831-7122,Bulk Conyers,Active,Wholesale Club*,"$17,814.56","3383 BUFORD DR., BUFORD, GA 30519-4985",34.073123,-83.981378,Conyers,WHOLESALE,Conyers Chain,12/21/2010 8:09 PM
27866696,FLYING J #103300,PILOT TRAVEL CENTERS (VIVA),PILOT TRAVEL CENTER (VIVA),,Market - L. Herron,Active,Convenience*,"$17,698.75","3302 GARDEN CITY HWY, MIDLAND, TX 79706",31.98048,-102.033324,Midland,Default,Midland Chain,9/8/2015 11:16 AM
8200,RED BULL NORTH AMERICA_ATX,RED BULL NORTH AMERICA_2,HOUSE ACCTS,(469) 362-8900,Bulk Austin,Active,House Sales,"$17,535.70","5800 GRANITE PKWY STE 850, PLANO, TX 75024-6612",33.087582,-96.82017399999999,Austin,Default,CHA 01 Non-Revenue,1/10/2011 6:42 PM
19103,HEB PLUS #592,HEB (CHAP),HEB (CHAP),(512) 528-7700,District - T. DeCroix,Active,Grocery*,"$17,098.52","651 N HIGHWAY 183, LEANDER, TX 78641",30.583949,-97.85722,Austin - North,Default,Austin North Chain,1/10/2011 6:53 PM
5632,WALMART SUPERCENTER #537,WALMART (VIVA),WALMART (VIVA),(432) 363-9663,Market - L. Herron,Active,Mass Merchandiser*,"$16,753.24","4210 JOHN BEN SHEPPERD PKWY, ODESSA, TX 79762",31.895708,-102.332658,Midland,Default,Midland Chain,1/10/2011 6:14 PM
27873829,HEB #772,HEB (VIVA),HEB (VIVA),,Market - Open LUB,Active,Grocery*,"$16,153.31","4405 114TH STREET, LUBBOCK, TX 79424",33.489279,-101.901929,Lubbock,Default,Lubbock Chain,10/7/2020 12:53 PM
19254,HEB #582,HEB (CHAP),HEB (CHAP),,District - I. Velazquez,Active,Grocery*,"$16,099.11","104 N HASLER BLVD, BASTROP, TX 78602",30.109741,-97.334561,Austin,Default,Austin Chain,1/10/2011 6:54 PM
5540,WALMART SUPERCENTER #2891,WALMART (VIVA),WALMART (VIVA),,Market - L. Herron,Active,Mass Merchandiser*,"$15,892.49","2450 NW LOOP 338, ODESSA, TX 79763",31.856025,-102.410317,Midland,Default,Midland Chain,1/10/2011 6:14 PM
5511,WALMART SUPERCENTER #513,WALMART (VIVA),WALMART (VIVA),,Market - D. DeShong,Active,Mass Merchandiser*,"$15,889.16","201 W MARCY DR, BIG SPRING, TX 79720",32.228024,-101.467763,San Angelo,Default,San Angelo Chain,1/10/2011 6:13 PM
27864143,HEB #673,HEB (CHAP),HEB (CHAP),(512) 864-8000,District - T. DeCroix,Active,Grocery*,"$15,671.41","250 UNIVERSITY BLVD, ROUND ROCK, TX 78665",30.560973,-97.688405,Austin - North,Default,Austin North Chain,10/14/2013 11:45 AM
1050,WALMART SUPERCENTER #535,WALMART (VIVA),WALMART (VIVA),,Market - M. Simpson,Active,Mass Merchandiser*,"$15,594.38","4350 SOUTHWEST DR, ABILENE, TX 79606",32.410887,-99.780988,Abilene,Default,Abilene Chain,1/10/2011 5:59 PM
5473,HEB #382,HEB (VIVA),HEB (VIVA),,Market - L. Herron,Active,Grocery*,"$15,593.57","3325 W WADLEY AVE, MIDLAND, TX 79707",32.018469,-102.12603,Midland,Default,Midland Chain,1/10/2011 6:13 PM
27873363,HEB #710,HEB (CHAP),HEB (CHAP),,District - I. Velazquez,Active,Grocery*,"$15,497.05","8801 SOUTH CONGRESS AVE, AUSTIN, TX 78745",30.169368,-97.786347,Austin,Default,Austin Chain,5/28/2020 2:36 PM
19169,SNAPPY SNACK,SNAPPY SNACK,* Independent Chaparral,(512) 251-6544,District - T. DeCroix,Active,All Other Off Premise*,"$15,371.85","15630 VISION DR, PFLUGERVILLE, TX 78660",30.450549,-97.662357,Austin - North,Default,Austin North Indep,1/10/2011 6:54 PM
27865565,HEB #711,HEB (VIVA),HEB (VIVA),,Market - L. Herron,Active,Grocery*,"$15,370.33","2501 W UNIVERSITY BLVD, ODESSA, TX 79764",31.860816,-102.411638,Midland,Default,Midland Chain,6/29/2015 6:54 AM
27868526,HEB PLUS #696,HEB (CHAP),HEB (CHAP),,District - T. DeCroix,Active,Grocery*,"$15,318.33","5000 GATTIS SCHOOL RD, HUTTO, TX 78634",30.502273,-97.582855,Austin - North,Default,Austin North Chain,11/9/2016 2:48 PM
6254,WALMART SUPERCENTER #813,WALMART (VIVA),WALMART (VIVA),,Market - M. Simpson,Active,Mass Merchandiser*,"$15,286.83","401 W COMMERCE ST, BROWNWOOD, TX 76801",31.731499,-98.981772,Abilene,Default,Abilene Chain,1/10/2011 6:18 PM
580,COSTCO #768,COSTCO (VIVA),COSTCO (VIVA),(425) 313-8596,Market - J. Chavez,Active,Wholesale Club*,"$15,202.08","6101 GATEWAY WEST BLVD, El paso, TX 79925-3416",31.783401,-106.411667,El Paso,WHOLESALE,El Paso Chain,1/10/2011 5:58 PM
16912,SAM'S CLUB #4739,SAM'S CLUB (MAT),SAM'S CLUB (MAT),(770) 979-0492,Bulk Conyers,Active,Wholesale Club*,"$15,202.08","4739 1520 SCENIC HIGHWAY, SNELLVILLE, GA 30078",33.85675,-84.016663,Conyers,WHOLESALE,Conyers Chain,12/21/2010 8:09 PM
27866759,SAM'S CLUB #7676,SAM'S CLUB (VIVA),SAM'S CLUB (VIVA),,Market - C. Hastings,Active,Wholesale Club*,"$15,202.08","8952 Westgate Parkway, AMARILLO, TX 79124",35.184204,-101.942216,Amarillo,WHOLESALE,Amarillo Chain,9/25/2015 9:12 AM
27870764,COSTCO #1295,COSTCO (MAT),COSTCO (MAT),,Bulk Westpark,Active,Wholesale Club*,"$15,202.08","113 LINCOLN STREET, WOODSTOCK, GA 30188",34.128076,-84.448772,Westpark,WHOLESALE,Fulton Chain,7/10/2018 8:59 AM
27872092,COSTCO #1361,COSTCO (MAT),COSTCO (MAT),(678) 621-8596,Bulk Westpark,Active,Wholesale Club*,"$15,202.08","40 FISCHER CROSSINGS DR, SHARPSBURG, GA 30277",33.400543,-84.621058,Westpark,WHOLESALE,Fulton Chain,7/12/2019 8:02 AM
27874064,COSTCO #1389,COSTCO (MAT),COSTCO (MAT),,Bulk Westpark,Active,Wholesale Club*,"$15,202.08","1715 CHARLES HARDY PKWY, DALLAS, GA 30157",33.920518,-84.762047,Westpark,WHOLESALE,Fulton Chain,2/3/2021 2:21 PM
5474,HEB #387,HEB (VIVA),HEB (VIVA),,Market - L. Herron,Active,Grocery*,"$15,109.92","3801 E 42ND ST, ODESSA, TX 79762",31.891041,-102.351024,Midland,Default,Midland Chain,1/10/2011 6:13 PM
2015,SAM'S CLUB #8280,SAM'S CLUB (VIVA),SAM'S CLUB (VIVA),,Market - J. Chavez,Active,Wholesale Club*,"$15,100.72","11360 PELLICANO, El paso, TX 79936-5904",31.745304,-106.315661,El Paso,WHOLESALE,El Paso Chain,1/10/2011 6:03 PM
16914,SAM'S CLUB #4802,SAM'S CLUB (MAT),SAM'S CLUB (MAT),(678) 567-5993,Bulk Westpark,Active,Wholesale Club*,"$15,100.72","4798 JIMMY LEE SMITH PKWY, HIRAM, GA 30141-2729",33.887356,-84.749283,Westpark,WHOLESALE,Fulton Chain,12/21/2010 8:09 PM
16926,SAM'S CLUB #8211,SAM'S CLUB (MAT),SAM'S CLUB (MAT),(770) 489-6167,Bulk Westpark,Active,Wholesale Club*,"$15,100.72","6995 CONCOURSE PKWY., Douglasville, GA 30134-4551",33.730753,-84.756405,Westpark,WHOLESALE,Fulton Chain,12/21/2010 8:09 PM
19104,SAM'S CLUB #4958,SAM'S CLUB (CHAP),SAM'S CLUB (CHAP),(512) 392-2271,Bulk Austin,Active,Wholesale Club*,"$15,100.72","1350 LEAH AVE, SAN MARCOS, TX 78666-7691",29.851138,-97.95358,Austin,WHOLESALE,Austin Chain,1/10/2011 6:53 PM
16921,SAM'S CLUB #6646,SAM'S CLUB (MAT),SAM'S CLUB (MAT),(770) 992-4568,Conyers,Active,Wholesale Club*,"$14,784.26","10600 DAVIS DR., ALPHARETTA, GA 30009-4746",34.043276,-84.315118,Conyers,WHOLESALE,Conyers Chain,12/21/2010 8:13 PM
16339,QT #709,QUIKTRIP (MAT),QUIKTRIP (MAT),(770) 455-1868,District - D. Kimbrough,Active,Convenience*,"$14,135.83","2805 CHAMBLEE TUCKER RD, ATLANTA, GA 30341",33.879624,-84.274843,Conyers,Default,Conyers Chain,12/21/2010 8:08 PM
9704,HEB #476,HEB (CHAP),HEB (CHAP),(512) 973-8143,District - T. DeCroix,Active,Grocery*,"$13,965.25","500 CANYON RIDGE DR, AUSTIN, TX 78753",30.404254,-97.672377,Austin - North,Default,Austin North Chain,1/10/2011 6:51 PM
27872346,PILOT #120900,PILOT TRAVEL CENTERS (VIVA),PILOT TRAVEL CENTER (VIVA),,Market - L. Herron,Active,Convenience*,"$13,961.75","2810 RANKIN HWY 439, MIDLAND, TX 79706",31.968135,-102.073402,Midland,Default,Midland Chain,10/24/2019 10:38 AM
9702,HEB #425,HEB (CHAP),HEB (CHAP),(512) 459-6513,District - I. Velazquez,Active,Grocery*,"$13,922.66","1000 E 41ST ST, AUSTIN, TX 78751",30.300374,-97.719775,Austin,Default,Austin Chain,1/10/2011 6:51 PM
27864096,FLYING J PILOT #58000,PILOT TRAVEL CENTERS (VIVA),PILOT TRAVEL CENTER (VIVA),,Market - L. Herron,Active,Convenience*,"$13,432.90","5900 E INTERSTATE 20, ODESSA, TX 79766",31.864619,-102.302122,Midland,Default,Midland Chain,9/17/2013 3:41 PM
6187,KENT KWIK #315,KENT KWIK (VIVA),KENT KWIK (VIVA),,Market - L. Herron,Active,Convenience*,"$13,268.82","11400 W STATE HIGHWAY 158, MIDLAND, TX 79707",32.047493,-102.27607,Midland,Default,Midland Chain,1/10/2011 6:17 PM
27869906,HEB #735,HEB (CHAP),HEB (CHAP),,District - J. Betschart,Active,Grocery*,"$13,152.86","1503 FM 1431, MARBLE FALLS, TX 78654",30.582607,-98.279604,Austin - North,Default,Austin North Chain,1/2/2018 4:16 PM
18543,WALMART SUPERCENTER #1089,WALMART (MAT),WALMART (MAT),(423) 837-6732,District - N. Rigsby,Active,Mass Merchandiser*,"$12,985.96","525 KIMBALL CROSSING DR, JASPER, TN 37347",35.040276,-85.682196,Rossville,Default,Rossville Chain,12/21/2010 8:14 PM
4557,WALMART SUPERCENTER #3763,WALMART (VIVA),WALMART (VIVA),,Market - J. Chavez,Active,Mass Merchandiser*,"$12,960.09","12236 MONTANA AVE, El paso, TX 79938",31.80532,-106.262276,El Paso,Default,El Paso Chain,1/10/2011 6:11 PM
9741,WALMART SUPERCENTER #1253,WALMART (CHAP),WALMART (CHAP),,District - I. Velazquez,Active,Mass Merchandiser*,"$12,948.90","710 E BEN WHITE BLVD, AUSTIN, TX 78704",30.220938,-97.754263,Austin,Default,Austin Chain,1/10/2011 6:51 PM
4819,WALMART SUPERCENTER #945,WALMART (VIVA),WALMART (VIVA),,Market - Open LUB,Active,Mass Merchandiser*,"$12,898.76","702 W LOOP 289, LUBBOCK, TX 79416",33.589614,-101.937541,Lubbock,Default,Lubbock Chain,1/10/2011 6:12 PM
9685,HEB #479,HEB (CHAP),HEB (CHAP),(512) 251-0002,District - T. DeCroix,Active,Grocery*,"$12,884.08","201 FM 685, PFLUGERVILLE, TX 78660",30.437636,-97.611611,Austin - North,Default,Austin North Chain,1/10/2011 6:51 PM
2013,SAM'S CLUB #8153,SAM'S CLUB (VIVA),SAM'S CLUB (VIVA),,Market - J. Chavez,Active,Wholesale Club*,"$12,848.56","7970 N MESA, El paso, TX 79912",31.843406,-106.574908,El Paso,WHOLESALE,El Paso Chain,1/10/2011 6:03 PM
27874754,HEB #774,HEB (CHAP),HEB (CHAP),,District - T. DeCroix,Active,Grocery*,"$12,801.13","19348 RONALD W. REAGAN BLVD, LEANDER, TX 78641",30.632761,-97.825495,Austin - North,Default,Austin North Chain,10/5/2021 9:21 AM
16397,QT #771,QUIKTRIP (MAT),QUIKTRIP (MAT),(770) 297-0801,District - E. Ferreyra,Active,Convenience*,"$12,795.59","3446 MUNDY MILL RD, OAKWOOD, GA 30566",34.222678,-83.862831,Lawrenceville,Default,Norcross Chain,12/21/2010 8:12 PM
